,symbol,stock_val_10,stock_val_11,stock_val_12,stock_val_13,stock_val_14,stock_val_15,stock_val_16,rating,After Tax ROE,Capital Expenditures,Cost of Revenue,Depreciation,Earnings Before Tax,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Net Borrowings,Net Income,Total Assets,Total Liabilities & Equity,Total Revenue,For Year,Estimated Shares Outstanding
176,HAR,16047579.6534,19990020.5255,20293343.5454,45492228.8884,29483972.723699998,43873596.5343,50711193.8248,4,15.0,-198455000.0,4818585000.0,224010000.0,530508000.0,593290000.0,1510279000.0,30.0,2093091000.0,-309000.0,4514000.0,1316506000.0,0.0,235456000.0,361734000.0,6054042000.0,6054042000.0,6911676000.0,2016,
177,HAS,45868396.0,43746700.6282,38477622.1436,42731766.4464,48666151.769999996,60132272.892699994,81648385.0496,3,27.0,-142022000.0,1677033000.0,197776000.0,603915000.0,237527000.0,592695000.0,62.0,2770476000.0,0.0,149663000.0,1547115000.0,0.0,-87310000.0,451838000.0,4720717000.0,4720717000.0,4447509000.0,2015,125162880.886
178,HBAN,53621724.0,41458284.0,42720984.0,41134090.0,58691080.0,63790762.0,115942044.0,3,11.0,-93097000.0,82175000.0,341281000.0,913605000.0,620540000.0,676869000.0,0.0,0.0,-4423788000.0,-29652000.0,0.0,67035502000.0,376563000.0,692957000.0,71044551000.0,71044551000.0,3153251000.0,2015,845069512.195
179,HBI,12298680.0,18102266.8281,23920596.0,32759872.601400003,53399009.4352,107075169.0,67846278.0,5,34.0,-99375000.0,3595217000.0,110980000.0,473873000.0,650462000.0,834315000.0,37.0,2136332000.0,0.0,-68016000.0,2232712000.0,0.0,674380000.0,428855000.0,5597590000.0,5597590000.0,5731549000.0,2015,400799065.421
180,HCN,40251035.1551,58865133.920499995,129217709.10829999,129012631.0,127715822.6244,99446252.5382,112991226.00000001,2,6.0,-432313000.0,1622257000.0,835249000.0,636117000.0,24718608000.0,68321000.0,57.0,2153428000.0,-3875811000.0,-18099000.0,12967686000.0,542281000.0,1371386000.0,849073000.0,29023845000.0,29023845000.0,3775685000.0,2015,361307659.574
181,HCP,59668154.62726272,70340449.41412243,94103902.1638144,92285219.29860035,94973273.55954084,109088483.7270697,118437168.0149,4,6.0,-894269000.0,0.0,555839000.0,136271000.0,11854242000.0,0.0,100.0,1828305000.0,-752077000.0,-23757000.0,10671571000.0,7010263000.0,1378413000.0,-559235000.0,21449849000.0,21449849000.0,1828305000.0,2015,462177685.95
182,HD,189720183.4113,200690556.7738,487427464.2384,370003006.0256,611093357.8216,419523450.0,555909096.2922001,3,111.0,-1503000000.0,58254000000.0,1863000000.0,11021000000.0,22191000000.0,2102000000.0,34.0,30265000000.0,144000000.0,1151000000.0,20888000000.0,0.0,4012000000.0,7009000000.0,42549000000.0,42549000000.0,88519000000.0,2015,1276684881.6
183,HES,98499327.2869,108073358.0973,157471261.0266,123611900.0,146473644.0,116095055.99999999,122605408.9683,3,16.0,-4321000000.0,3323000000.0,3955000000.0,-4258000000.0,26352000000.0,375000000.0,50.0,3313000000.0,0.0,-646000000.0,6544000000.0,0.0,643000000.0,-3056000000.0,34195000000.0,34195000000.0,6636000000.0,2015,283487940.631
184,HIG,43729692.0,46455500.0,111733252.97919999,111950699.99999999,63844064.4686,63051766.549200006,62421502.62,3,10.0,-307000000.0,10775000000.0,1875000000.0,1978000000.0,974000000.0,498000000.0,41.0,7602000000.0,994000000.0,-36000000.0,5359000000.0,70885000000.0,-806000000.0,1682000000.0,228348000000.0,228348000000.0,18377000000.0,2015,415308641.975
185,HOG,30422923.245,38908868.999,55090008.256400004,31227239.098,65468406.9732,79786540.2422,55936392.0,4,41.0,-259974000.0,3619612000.0,0.0,1150163000.0,942418000.0,54182000.0,40.0,2375790000.0,-603438000.0,0.0,4845388000.0,4814571000.0,1408571000.0,752207000.0,9991167000.0,9991167000.0,5995402000.0,2015,202751212.938
186,HOLX,23752722.0,18940567.0,32466225.000000004,31842045.000000004,21533722.0,36120983.0664,66643330.3389,2,15.0,-94500000.0,1269400000.0,465400000.0,415300000.0,460200000.0,2803100000.0,55.0,1563300000.0,36300000.0,80800000.0,3049400000.0,0.0,-442800000.0,330800000.0,7317000000.0,7317000000.0,2832700000.0,2016,280338983.051
187,HON,86480688.0,113846940.8106,253264344.9903,133080409.3695,174170548.51380002,215363458.0,264763585.4292,4,26.0,-1073000000.0,26747000000.0,883000000.0,6586000000.0,5789000000.0,15895000000.0,31.0,11834000000.0,-127000000.0,-684000000.0,5554000000.0,943000000.0,3445000000.0,4768000000.0,49316000000.0,49316000000.0,38581000000.0,2015,780360065.466
188,HP,28336560.0,58430033.0012,43094092.4612,48900929.1632,119825562.44540001,73674088.6242,65031481.6804,3,1.0,-257169000.0,898805000.0,599755000.0,-72667000.0,5144733000.0,0.0,45.0,725427000.0,1105000.0,21824000.0,491847000.0,84955000.0,-41111000.0,-56828000.0,6832019000.0,6832019000.0,1624232000.0,2016,105237037.037
189,HPQ,314629605.1917059,296087908.57844996,405310899.18215007,278719936.4223535,289413477.74718064,121277120.0,135829036.0,2,64.0,-433000000.0,39240000000.0,332000000.0,3761000000.0,1736000000.0,5622000000.0,19.0,8998000000.0,7000000.0,877000000.0,6758000000.0,0.0,-2087000000.0,2496000000.0,29010000000.0,29010000000.0,48238000000.0,2016,1733333333.33
190,HRB,42605643.0,53340311.99999999,53455602.0,36230305.2476,56312960.0,55561081.668,34825252.0,3,1620.0,-99923000.0,1250320000.0,173598000.0,569479000.0,293565000.0,470757000.0,59.0,1787833000.0,470192000.0,-40344000.0,1501925000.0,202385000.0,251098000.0,374267000.0,2857775000.0,2857775000.0,3038153000.0,2016,249511333.333
191,HRL,19899131.2236,13903963.4747,26338118.1561,23682629.9514,19428089.2542,74319385.87959999,65916217.8936,2,20.0,-255524000.0,7365049000.0,131968000.0,1317215000.0,1105449000.0,1834497000.0,23.0,2158175000.0,0.0,-109189000.0,250000000.0,239590000.0,-185000000.0,890052000.0,6370067000.0,6370067000.0,9523224000.0,2016,1934895652.17
192,HRS,25512959.4368,24359436.675899997,25792127.4732,22499762.355399996,26559035.999999996,51583841.1872,53386870.521,3,11.0,-152000000.0,5132000000.0,361000000.0,611000000.0,1015000000.0,5975000000.0,31.0,2335000000.0,-19000000.0,-67000000.0,4120000000.0,0.0,-669000000.0,324000000.0,11996000000.0,11995000000.0,7467000000.0,2016,124137931.034
193,HSIC,19429934.6835,23909973.000000004,19534017.514200002,32952584.5768,50252962.785399996,55761975.705,107638249.9665,4,17.0,-71684000.0,7617460000.0,159127000.0,720758000.0,318476000.0,1907593000.0,28.0,3012259000.0,20000.0,212611000.0,463752000.0,454600000.0,78970000.0,479058000.0,6504740000.0,6504740000.0,10629719000.0,2015,82882006.9204
194,HST,54925235.073599994,67553549.0,67843265.0,106503989.4786,134134110.0,95440878.0,120155868.0,4,8.0,-397000000.0,2012000000.0,737000000.0,580000000.0,10716000000.0,0.0,63.0,3375000000.0,-173000000.0,-56000000.0,4017000000.0,401000000.0,482000000.0,558000000.0,11784000000.0,11784000000.0,5387000000.0,2015,2536363636.36
195,HSY,26790631.1364,37463391.393599994,60477028.8374,37112692.1451,66878955.00000001,49910855.3227,75803847.0,3,51.0,-329707000.0,4003951000.0,244928000.0,901847000.0,2240460000.0,684252000.0,46.0,3382675000.0,64596000.0,-1017000.0,1557091000.0,0.0,254305000.0,512951000.0,5344371000.0,5344371000.0,7386626000.0,2015,
196,HUM,39823351.455,64813878.7398,101984175.54200001,88438896.85679999,95183604.3135,105285195.051,272686093.6635,4,12.0,-523000000.0,44269000000.0,447000000.0,2431000000.0,1384000000.0,3265000000.0,18.0,10020000000.0,-181000000.0,375000000.0,4394000000.0,9110000000.0,265000000.0,1276000000.0,24678000000.0,24678000000.0,54289000000.0,2015,149414519.906
197,IBM,435847833.151,649261909.6545,897392609.0547,678947154.3379,643669244.0238,473866928.78349996,490135286.764,2,92.0,-3579000000.0,41057000000.0,3855000000.0,15945000000.0,10727000000.0,32021000000.0,50.0,40684000000.0,-629000000.0,59000000.0,33428000000.0,15200000000.0,19000000.0,13190000000.0,110495000000.0,110495000000.0,81741000000.0,2015,978486646.884
198,IDXX,12328082.1781,15592095.7974,26559360.8586,39346264.1097,45889566.238,26367871.276800003,62751175.3947,4,228.0,-82921000.0,711622000.0,70388000.0,273141000.0,333026000.0,178934000.0,56.0,890270000.0,-215183000.0,-2787000.0,597085000.0,0.0,274097000.0,192078000.0,1474993000.0,1474993000.0,1601892000.0,2015,92791304.3478
199,IFF,13736289.0,13141693.4986,31666386.4759,25183542.8787,21599816.213099997,27816299.767500002,59445236.008999996,2,26.0,-101030000.0,1671590000.0,89597000.0,539101000.0,732794000.0,941389000.0,45.0,1351599000.0,12128000.0,100998000.0,937844000.0,0.0,136826000.0,419247000.0,3721454000.0,3716782000.0,3023189000.0,2015,80779768.7861
200,ILMN,48062392.0,32080200.0,74590662.0,57506797.92,94135801.02000001,171238592.3237,102380778.40280001,3,25.0,-142847000.0,670472000.0,164936000.0,583142000.0,342694000.0,752629000.0,70.0,1549290000.0,73682000.0,150310000.0,1015649000.0,0.0,-244952000.0,461559000.0,3687747000.0,3687747000.0,2219762000.0,2015,144689341.693
201,INTC,331090026.74369997,526469925.0,848296531.1394999,592098253.1919,740083764.3936,493809759.3341,633564360.0,3,19.0,-7326000000.0,20676000000.0,8711000000.0,14212000000.0,31858000000.0,11332000000.0,63.0,34679000000.0,-2446000000.0,-637000000.0,20036000000.0,7851000000.0,9002000000.0,11420000000.0,101459000000.0,101459000000.0,55355000000.0,2015,4738589211.62
202,INTU,68872098.603,57028596.0,121267824.0,79433856.0,96845597.10100001,114178800.0,165359309.4428,3,84.0,-416000000.0,730000000.0,238000000.0,1203000000.0,1031000000.0,1282000000.0,84.0,3964000000.0,418000000.0,136000000.0,488000000.0,28000000.0,500000000.0,979000000.0,4250000000.0,4250000000.0,4694000000.0,2016,262466487.936
203,IP,69188005.9452744,68935308.0487998,140579411.8126388,83341341.28724137,79491290.9672,96983252.5725,107080388.0181,2,24.0,0.0,15468000000.0,1294000000.0,1266000000.0,11980000000.0,3335000000.0,31.0,6897000000.0,-198000000.0,-106000000.0,15177000000.0,228000000.0,-299000000.0,938000000.0,30587000000.0,30587000000.0,22365000000.0,2015,416888888.889
204,IPG,29814587.999999996,32324033.0,53066810.0,64973163.6708,95652081.0,70377771.02309999,46569513.0,4,23.0,-148700000.0,0.0,222400000.0,720700000.0,548200000.0,3669200000.0,100.0,7537100000.0,-600000.0,-137300000.0,1612900000.0,0.0,84700000.0,477100000.0,12736600000.0,12736600000.0,7537100000.0,2014,418508771.93
205,IRM,19157380.32683776,23544062.72137305,31279576.876146,23525459.81155144,32010479.999999996,20106244.0,64284415.99999999,3,24.0,-290249000.0,1290025000.0,354713000.0,162066000.0,2497158000.0,2360978000.0,57.0,1717951000.0,0.0,-59452000.0,4757610000.0,0.0,299108000.0,123241000.0,6350587000.0,6350587000.0,3007976000.0,2015,212484482.759
206,ISRG,66757250.0,83990015.81400001,143629371.53550002,135810683.4032,78759166.2978,98199563.1454,169513636.4559,3,14.0,-81000000.0,806500000.0,89500000.0,758500000.0,432100000.0,201100000.0,66.0,1577900000.0,-768500000.0,7900000.0,0.0,1788000000.0,0.0,588800000.0,4907300000.0,4907300000.0,2384400000.0,2015,37101449.2754
207,ITW,81242763.0428,61330228.68700001,115532920.8999,105318610.5052,119312526.22029999,99269548.0,101690783.1696,2,36.0,-284000000.0,7888000000.0,477000000.0,2719000000.0,1577000000.0,4439000000.0,41.0,5517000000.0,22000000.0,-113000000.0,6896000000.0,0.0,151000000.0,1899000000.0,15729000000.0,15725000000.0,13405000000.0,2015,368023255.814
208,IVZ,74622086.89850001,28764862.0,103152033.0,58017963.1878,69254848.0,123497675.99999999,65849936.0,3,12.0,-124500000.0,0.0,93600000.0,1362100000.0,426900000.0,6175700000.0,100.0,5122900000.0,-540300000.0,4442100000.0,2072800000.0,0.0,1014200000.0,968100000.0,25073200000.0,25073200000.0,5122900000.0,2015,428362831.858
209,JBHT,38214484.9364,17324908.0,85910746.56120001,29660011.151100002,45427600.0,42944944.5854,78141350.0,2,33.0,-725122000.0,3665578000.0,339613000.0,690203000.0,2701329000.0,0.0,41.0,2522068000.0,0.0,8568000.0,1005026000.0,0.0,71463000.0,427235000.0,3636567000.0,3636567000.0,6187646000.0,2015,115781842.818
210,JEC,22521519.0176,37402587.8434,27010665.0,40552963.287599996,46522288.959,21432255.510900002,36166500.0,3,5.0,-67688000.0,9196326000.0,47608000.0,286723000.0,319673000.0,3079628000.0,16.0,1767831000.0,-3403000.0,-87383000.0,385330000.0,0.0,-202138000.0,210463000.0,7360022000.0,7360022000.0,10964157000.0,2016,120264571.429
211,JNPR,78539911.7454,65716118.0,153571558.0,74469715.0,42066504.0,78221160.0,48016566.0,2,14.0,-210300000.0,1779200000.0,176500000.0,852200000.0,1021000000.0,2981300000.0,63.0,3078600000.0,-304200000.0,164800000.0,1648800000.0,1244200000.0,595000000.0,633700000.0,8619200000.0,8619200000.0,4857800000.0,2015,391172839.506
212,JPM,517511249.6006,605046925.0,1064496136.2096001,644297552.0,1159569889.0588,967623414.3457,1175079975.6178,3,10.0,0.0,0.0,4940000000.0,30702000000.0,14362000000.0,47325000000.0,100.0,89716000000.0,-44375000000.0,-40168000000.0,415548000000.0,1557131000000.0,-84879000000.0,24442000000.0,2351698000000.0,2351698000000.0,89716000000.0,2015,4040000000.0
213,JWN,36226424.8548,42869903.137600005,179433650.0,42784139.3077,109550259.6201,119075788.3906,73658824.0,4,69.0,-1082000000.0,9168000000.0,497000000.0,976000000.0,3735000000.0,435000000.0,36.0,5269000000.0,924000000.0,48000000.0,2795000000.0,0.0,-308000000.0,600000000.0,7698000000.0,7698000000.0,14437000000.0,2015,186335403.727
214,K,39525705.5476,42256292.0,72604997.4,93211141.0,82853586.53220001,69299700.1233,76599430.96079999,3,29.0,-553000000.0,8844000000.0,534000000.0,773000000.0,3621000000.0,4968000000.0,35.0,4681000000.0,-456000000.0,488000000.0,5289000000.0,456000000.0,21000000.0,614000000.0,15265000000.0,15265000000.0,13525000000.0,2015,352873563.218
215,KEY,35942505.0,51218476.0,51951400.0,49016550.0,70631460.0,123991276.0,186922197.0,4,1.0,-12219000.0,1524907000.0,13794000.0,21703000.0,19138000.0,0.0,16.0,297207000.0,21397000.0,-26486000.0,1331878000.0,10470000.0,-197317000.0,4693000.0,2213158000.0,2213158000.0,1822114000.0,0,
216,KIM,82302092.5622,54900943.99999999,50531460.0,52702875.0,83955026.6605,63361113.605399996,133496444.0,2,18.0,-200527000.0,304477000.0,344527000.0,294729000.0,9669325000.0,0.0,74.0,862292000.0,-123529000.0,164000.0,5376310000.0,750124000.0,48870000.0,894115000.0,11344171000.0,11344171000.0,1166769000.0,2015,444833333.333
217,KLAC,59544238.45900001,50498450.0,49302645.9354,38624431.4008,69820728.0,59231833.2918,61685120.00000001,1,102.0,-31741000.0,1163391000.0,66932000.0,858192000.0,278014000.0,335177000.0,61.0,1821102000.0,169352000.0,-24687000.0,3057936000.0,0.0,-135000000.0,704422000.0,4962432000.0,4962432000.0,2984493000.0,2016,155845575.221
218,KMB,55805211.594646014,102377456.65421908,143571477.99349752,137991347.6502892,171703995.48610002,183082864.3146,160258720.21289998,4,582.0,-1056000000.0,11967000000.0,746000000.0,1335000000.0,7104000000.0,1446000000.0,36.0,6624000000.0,-146000000.0,0.0,6170000000.0,247000000.0,850000000.0,1013000000.0,14842000000.0,14842000000.0,18591000000.0,2015,364388489.209
219,KMX,36789518.846,34448496.0,81976100.1837,54778300.0,107779707.23759998,91101361.68800001,116610288.18900001,2,21.0,-315584000.0,13130915000.0,137360000.0,1009944000.0,2161698000.0,0.0,13.0,2018760000.0,-11139000.0,-142294000.0,10342323000.0,9536892000.0,1445347000.0,623428000.0,14481576000.0,14481576000.0,15149675000.0,2016,203071009.772
220,KO,354283242.8399,275052073.931,567363250.0,484533263.7292,395580299.36950004,410345318.44820005,475405224.53340006,2,29.0,-2553000000.0,17482000000.0,1970000000.0,9605000000.0,12571000000.0,11289000000.0,61.0,26812000000.0,-1752000000.0,0.0,28407000000.0,15788000000.0,2696000000.0,7351000000.0,90093000000.0,90093000000.0,44294000000.0,2015,4349704142.01
221,KR,119688613.3528,43300514.2122,97772752.0,98666877.504,155734931.57459998,181203385.6638,134485462.206,4,30.0,-3349000000.0,85496000000.0,2089000000.0,3094000000.0,19619000000.0,2724000000.0,22.0,24334000000.0,0.0,267000000.0,9709000000.0,0.0,-349000000.0,2039000000.0,33897000000.0,33897000000.0,109830000000.0,2015,975598086.124
222,KSS,117320060.0,94806281.1578,122677813.99999999,84131875.0,128983626.11309999,89196702.8727,100162394.0284,2,12.0,-690000000.0,12265000000.0,934000000.0,1057000000.0,8308000000.0,0.0,36.0,6939000000.0,0.0,-154000000.0,4581000000.0,0.0,-263000000.0,673000000.0,13606000000.0,13606000000.0,19204000000.0,2015,193390804.598
223,KSU,18536178.3873,37806760.1118,53427201.919999994,62930407.016399994,57598159.528000005,99288696.34060001,79529903.1254,4,12.0,-832200000.0,759200000.0,284600000.0,672600000.0,7705400000.0,0.0,69.0,1659600000.0,-17400000.0,-31400000.0,2045000000.0,34700000.0,102800000.0,483500000.0,8341000000.0,8341000000.0,2418800000.0,2015,109637188.209
224,LB,42776160.0,43198707.8588,135570450.8808,49473813.4002,103747488.5961,97956786.0,94269706.2728,3,484.0,-727000000.0,6950000000.0,415000000.0,1934000000.0,2330000000.0,1318000000.0,43.0,5204000000.0,-10000000.0,180000000.0,5715000000.0,0.0,995000000.0,1253000000.0,8493000000.0,8493000000.0,12154000000.0,2015,291395348.837
225,LEG,19186680.0,33009409.4327,39106972.5633,19875856.6424,38025164.8924,19698976.0,28980952.5929,3,30.0,-103200000.0,2994000000.0,113200000.0,449800000.0,540800000.0,806100000.0,24.0,923200000.0,0.0,-104900000.0,945400000.0,0.0,-3300000.0,329200000.0,2967600000.0,2955500000.0,3917200000.0,2015,142510822.511
226,LEN,44876250.0,37085445.0,116230412.9886,108509126.7429,118096757.6355,77722881.0,101658240.0,2,14.0,-91355000.0,7757571000.0,63540000.0,1209616000.0,0.0,0.0,18.0,1716437000.0,-231043000.0,225790000.0,5025130000.0,741551000.0,573610000.0,802894000.0,14419509000.0,14419509000.0,9474008000.0,2015,207466149.871
227,LH,35115247.2012,34181672.397599995,42114645.4586,33048530.0851,96430231.7874,74616739.3965,78093557.0415,2,9.0,-255800000.0,5776800000.0,457800000.0,732100000.0,1747400000.0,6227700000.0,33.0,2903300000.0,8000000.0,-1900000.0,5992100000.0,58200000.0,3109400000.0,436900000.0,14221700000.0,14221700000.0,8680100000.0,2015,
228,LKQ,8585887.622100001,15298688.0,32616380.000000004,22562821.371600002,26812420.9535,35037473.8175,35029885.0,4,14.0,-170490000.0,4359104000.0,128192000.0,649030000.0,696567000.0,2319246000.0,39.0,2833529000.0,0.0,-4222000.0,1528668000.0,0.0,-239027000.0,423223000.0,5647837000.0,5647837000.0,7192633000.0,2015,
229,LLL,34568295.0192,34593584.0,43114075.688099995,34558524.3234,86466470.3149,34693753.5806,48234081.3171,3,6.0,-197000000.0,9576000000.0,285000000.0,322000000.0,1097000000.0,6281000000.0,9.0,890000000.0,0.0,-34000000.0,3143000000.0,0.0,-296000000.0,-240000000.0,12085000000.0,12085000000.0,10466000000.0,2015,80808080.8081
230,LLTC,42331242.00000001,25774749.8583,75315937.8042,53398263.8277,74200316.7456,56969259.341400005,67506342.8346,2,28.0,-47333000.0,343801000.0,51409000.0,639449000.0,285866000.0,0.0,76.0,1080135000.0,-176507000.0,32685000.0,0.0,0.0,0.0,494346000.0,2049981000.0,2049981000.0,1423936000.0,2016,244725742.574
231,LLY,104405186.97959998,182514900.3916,258693264.0,149358600.0,171854085.018,266851426.334,215788353.80170003,4,17.0,-1066200000.0,5037200000.0,1427700000.0,2790000000.0,8053500000.0,4039900000.0,75.0,14921500000.0,1161500000.0,461600000.0,7972400000.0,3646600000.0,-181600000.0,2408400000.0,35568900000.0,35549900000.0,19958700000.0,2015,1060969163.0
232,LMT,174047945.9584,119303232.94940001,184506169.99920002,103021382.77199998,136050709.94550002,251068823.0628,264461516.1162,3,116.0,-939000000.0,36044000000.0,1026000000.0,4299000000.0,5389000000.0,10695000000.0,11.0,4492000000.0,0.0,876000000.0,14305000000.0,0.0,9101000000.0,3605000000.0,49304000000.0,49304000000.0,40536000000.0,2015,310240963.855
233,LNT,9438859.0,16197192.367199998,15530966.999999998,19845359.2308,35421784.933400005,31274960.5008,29239712.2283,3,10.0,0.0,2171600000.0,413700000.0,461300000.0,9519100000.0,0.0,33.0,1082000000.0,-1034300000.0,30100000.0,3522200000.0,346300000.0,86200000.0,388400000.0,12495200000.0,12495200000.0,3253600000.0,2015,115595238.095
234,LOW,125425079.99999999,202562848.01880002,350546880.00000006,171309211.5427,299417613.056,181598730.3882,275782035.6331,3,33.0,-1197000000.0,38504000000.0,1587000000.0,4419000000.0,19577000000.0,0.0,35.0,20570000000.0,-175000000.0,594000000.0,11545000000.0,222000000.0,1209000000.0,2546000000.0,31266000000.0,31266000000.0,59074000000.0,2015,932600732.601
235,LRCX,43593581.158099994,63544830.00000001,74839684.0714,39617820.7276,78713210.0316,83470417.898,94934969.6937,4,16.0,-175330000.0,3266971000.0,361550000.0,960117000.0,639608000.0,1386276000.0,44.0,2618922000.0,798828000.0,229840000.0,3383581000.0,0.0,1886647000.0,914049000.0,12271528000.0,12271528000.0,5885893000.0,2016,158965043.478
236,LUK,9842210.58229032,18070216.52170324,36701927.13605336,20934758.0,30329776.000000004,41977718.5861,31806000.0,4,2.0,-295894000.0,7677233000.0,172073000.0,356536000.0,721875000.0,0.0,24.0,2439269000.0,1067441000.0,-5472653000.0,7407594000.0,2361089000.0,-449009000.0,252111000.0,46339812000.0,46214812000.0,10116502000.0,2015,340690540.541
237,LUV,38989324.0,38656960.0,56486912.0,54110364.0,207892768.0,159713849.7091,162338848.0,2,30.0,-2041000000.0,6025000000.0,1015000000.0,3479000000.0,15601000000.0,970000000.0,70.0,13795000000.0,237000000.0,1055000000.0,2541000000.0,0.0,277000000.0,2181000000.0,21312000000.0,21312000000.0,19820000000.0,2015,660909090.909
238,LVLT,224996730.0,18522498.0,22338126.9666,31431890.1048,68336983.3839,70021117.28809999,94639713.6792,4,34.0,-1229000000.0,4265000000.0,1190000000.0,283000000.0,9878000000.0,7749000000.0,48.0,3964000000.0,0.0,23000000.0,10994000000.0,0.0,-219000000.0,3433000000.0,24145000000.0,24145000000.0,8229000000.0,2015,353553038.105
239,LYB,64599763.7558,30498364.877399996,152961237.0,129941206.3814,261955240.70040002,156802363.6088,156308314.1778,2,68.0,-1440000000.0,25683000000.0,1063000000.0,6209000000.0,8991000000.0,536000000.0,22.0,7052000000.0,416000000.0,-786000000.0,7671000000.0,2127000000.0,1045000000.0,4476000000.0,22757000000.0,22757000000.0,32735000000.0,2015,465280665.281
240,M,122150925.1719,96427370.0,308086312.0,135993785.0934,237147100.0,162615024.0,135376127.7804,2,25.0,-777000000.0,16496000000.0,1047000000.0,1678000000.0,7616000000.0,3897000000.0,39.0,10583000000.0,0.0,-379000000.0,6995000000.0,0.0,264000000.0,1072000000.0,20576000000.0,20576000000.0,27079000000.0,2015,328834355.828
241,MA,85744483.32180001,194462919.824,322377925.5008,564687397.7784001,242204387.2444,310412891.1883,395932775.0,4,63.0,-177000000.0,0.0,1130000000.0,4958000000.0,675000000.0,1891000000.0,100.0,9667000000.0,210000000.0,125000000.0,3268000000.0,0.0,1735000000.0,3808000000.0,16250000000.0,16250000000.0,9667000000.0,2015,1133333333.33
242,MAA,9269540.292,11152664.8217,9932650.0,20530120.676,19767796.0,45586618.996,82987198.305,3,12.0,-366923000.0,280901000.0,278299000.0,352420000.0,6716555000.0,1607000.0,73.0,761878000.0,-96320000.0,3729000.0,3437926000.0,1811000.0,-71707000.0,350745000.0,6847781000.0,6847781000.0,1042779000.0,2015,79534013.6054
243,MAC,46062587.0276,24773759.0208,30088629.4839,43437263.2624,99783387.7852,75017494.8594,56650744.8012,3,10.0,-298584000.0,497359000.0,462945000.0,473038000.0,8796912000.0,0.0,61.0,790790000.0,-415436000.0,-3316000.0,5102424000.0,1532552000.0,773515000.0,487562000.0,11258576000.0,11258576000.0,1288149000.0,2015,158299350.649
244,MAR,70316533.26675761,39286156.0,72531147.0,73240332.0318,110958658.57800001,130124641.94100001,198680040.00000003,4,24.0,-305000000.0,12363000000.0,139000000.0,1255000000.0,1029000000.0,943000000.0,15.0,2123000000.0,140000000.0,0.0,3807000000.0,380000000.0,325000000.0,859000000.0,6082000000.0,6082000000.0,14486000000.0,2015,266770186.335
245,MAS,27068817.603917323,32595746.924427766,73690488.57634464,56989028.11944684,34048788.69741568,59336607.9033,48887683.5461,3,263.0,-158000000.0,4889000000.0,153000000.0,689000000.0,1027000000.0,839000000.0,32.0,2253000000.0,35000000.0,82000000.0,2403000000.0,0.0,-6000000.0,355000000.0,5664000000.0,5664000000.0,7142000000.0,2015,344660194.175
246,MAT,50669275.0,38983368.0,65333740.2159,90126039.7884,130878269.2287,85732218.0,68982442.4961,3,14.0,-254181000.0,2896255000.0,265427000.0,463915000.0,741147000.0,1384520000.0,49.0,2806358000.0,-61509000.0,248047000.0,1800000000.0,0.0,16914000.0,369416000.0,6552689000.0,6552689000.0,5702613000.0,2015,342051851.852
247,MCD,190756280.9702,296695881.9144,550130479.7634,248484124.4391,430017396.2321,417861176.463,432446819.5528,3,64.0,-1813900000.0,15623800000.0,1555700000.0,6555700000.0,23117600000.0,2516300000.0,39.0,9789200000.0,0.0,303600000.0,24122100000.0,792700000.0,9755200000.0,4529300000.0,37938700000.0,37938700000.0,25413000000.0,2015,939688796.68
248,MCHP,33118700.031900004,32758209.8943,52450346.00000001,36493625.0,50726196.1245,53851435.1571,64560562.0128,3,15.0,-97895000.0,967870000.0,344205000.0,281293000.0,609396000.0,1012652000.0,55.0,1205464000.0,1234980000.0,-3874000.0,2483037000.0,118549000.0,589372000.0,324132000.0,5567515000.0,5567515000.0,2173334000.0,2016,203856603.774
249,MCK,74771708.8128,75300018.866,78246719.193,110688115.8852,142026237.3684,389746195.0956,167795611.4159,5,25.0,-488000000.0,179468000000.0,885000000.0,3250000000.0,2278000000.0,9786000000.0,6.0,11416000000.0,0.0,3104000000.0,6535000000.0,0.0,-1725000000.0,2258000000.0,56563000000.0,56563000000.0,190884000000.0,2016,229938900.204
250,MCO,23580790.8885,34414224.0,57077976.0,49028056.6248,53672760.879599996,59180529.6408,48775296.4478,4,167.0,-89000000.0,976300000.0,113500000.0,1379600000.0,306400000.0,976300000.0,72.0,2508200000.0,4600000.0,103500000.0,3401000000.0,0.0,852800000.0,941300000.0,5123400000.0,5123400000.0,3484500000.0,2015,200276595.745
251,MDLZ,107099339.0,164596956.4057,273081055.7301,184770784.7657,182529196.0484,207089056.00000003,248030794.1902,3,26.0,-1514000000.0,18124000000.0,894000000.0,7884000000.0,8362000000.0,20664000000.0,39.0,11512000000.0,-544000000.0,600000000.0,14557000000.0,5387000000.0,-1379000000.0,7267000000.0,62843000000.0,62843000000.0,29636000000.0,2015,1618485523.39
252,MET,101834257.7085,143428000.0,283405869.3963,156723866.1868,171010944.0,198451639.88360003,225718260.8115,4,8.0,0.0,38714000000.0,-448000000.0,7470000000.0,0.0,9477000000.0,45.0,31237000000.0,-10339000000.0,7500000000.0,54994000000.0,490148000000.0,3999000000.0,5310000000.0,877933000000.0,877933000000.0,69951000000.0,2015,1151843817.79
